# parameter name, min value, max value, unit
slab_vel 3.0 5.0 cm/yr
mu 0.0 0.14 ~
ddc 70.0 80.0 km
deg_pc 0.0 0.1 frac
Tb 1550 1750 K
slab_age 15.0 26.0 Myr
